created_at,Dispatch_asper_sla_new,increment_id,item_id,pos_item_id,overall_unicom_at,PowerUpdatedOverall,payment_capture_time,uw_item_id,ref_uw_item_id,brand,unicom_order_code,reference_unicom_order_code,channel,inv_status_type,handover type,Order_Country,lens_package,power_type,product_id,left_lens_pid,right_lens_pid,left_power_cyl,left_power_sph,right_power_cyl,right_power_sph,power type lens,pfu_ever_flag,jit flag,franchise_id,facility_code,ship_to_cust,pincode,first_delivery_attempt,delivery_date,mark_receive_time,handover_time,nps_response_date,nps_value,nps_scale,revenue_without_vat,primary_return_reason,secondary_return_reason,shipment_at,rts_at,picking_at,manifest_at,cx_packing,shipment_handover_time,shipping_time,dispatch_date_new,min_complete_at,city,ship_to_cust_store,Tracking Number,lf_vendor,lf_delivered_date,overall_delivery_at,lf_mark_sent_date,frame_uff,lens_uff,qc_damage_nos,order_fulfillable_time,min_picklist_created,min_shipment_creation,min_asrs_allocated,min_nxs_mei_entry,qc_done,mei_done,fitting_done,Final_Remark_NDDPerformance,NDD_Deep_Dive_reason,Breach_Type,edd_time,pnc_ever_flag,dc_arrival_time,out_for_delivery,routing_code,dc_courier_code,priority,Refund Status,lk_cash_amount,failure_reason,shipping_package_code,fulfilment facility
6/16/2026 2:09:55 AM,,1342833949,881703300,,2026-06-16 2:10:13,2026-06-16 2:10:09,6/16/2026 2:10:09 AM,939252866,,Aqualens,736558667-1,,online,Revenue,Warehouse,India,,,233081,,,,,,,,0,,,,1,250004,,,,,,,,152.54,,,6/16/2026 2:10:14 AM,,6/16/2026 2:10:14 AM,,,,,,,Meerut,Ship to Cust,,,,,,,,,6/16/2026 2:10:11 AM,6/16/2026 12:26:41 PM,6/16/2026 2:10:13 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661288,NXS1
6/16/2026 12:27:38 AM,,1342832979,881699436,,2026-06-16 0:27:56,2026-06-16 0:27:53,6/16/2026 12:27:53 AM,939249002,,Aqualens,736557742,,online,Revenue,Warehouse,India,,,133855,,,,,,,,0,,,,1,110009,,,,,,,,194.07,,,6/16/2026 12:27:57 AM,,6/16/2026 12:27:57 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 12:27:54 AM,6/16/2026 3:24:12 PM,6/16/2026 12:27:56 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060198,BR01
6/16/2026 1:26:51 AM,,1342833613,881702022,,2026-06-16 1:27:15,2026-06-16 1:27:08,6/16/2026 1:27:08 AM,939251588,,Aqualens,736558333-4,,online,Revenue,Warehouse,India,,,123656,,,,,,,,0,,,,1,560103,,,,,,,,0.85,,,6/16/2026 1:27:16 AM,,6/16/2026 1:27:16 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 1:27:13 AM,6/16/2026 12:26:41 PM,6/16/2026 1:27:15 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661150,NXS1
6/16/2026 1:23:15 AM,,1342833603,881701746,,2026-06-16 1:24:04,2026-06-16 1:23:27,6/16/2026 1:23:27 AM,939251312,,Aquacolor Candypack,736558323-1,,online,Revenue,Warehouse,India,,,90325858,,,,,,,,0,,2274,LKST200,0,600097,,,,,,,,179.05,,,6/16/2026 1:24:05 AM,,6/16/2026 1:24:05 AM,,,,,,,Chennai,Ship to Store,,,,,,,,,6/16/2026 1:24:02 AM,6/16/2026 12:26:24 PM,6/16/2026 1:24:04 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661130,NXS1
6/16/2026 12:49:28 AM,,1342833313,881701074,,2026-06-16 1:04:04,2026-06-16 0:49:38,6/16/2026 12:49:38 AM,939250640,,Aquacolor,736558033-1,,online,Revenue,Warehouse,India,,,90326574,,,,,,,,0,,9786,LKST1978,0,400059,,,,,,,,360.95,,,6/16/2026 1:04:05 AM,,6/16/2026 1:04:05 AM,,,,,,,Mumbai,Ship to Store,,,,,,,,,6/16/2026 1:04:02 AM,6/16/2026 12:26:24 PM,6/16/2026 1:04:04 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661074,NXS1
6/16/2026 2:01:12 AM,,1342833805,881702964,,2026-06-16 2:41:50,2026-06-16 2:41:46,6/16/2026 2:41:46 AM,939252530,,Aquacolor,736558516-1,,online,Revenue,Warehouse,India,,,90311396,,,,,,,,0,,,,1,411057,,,,,,,,324.86,,,6/16/2026 2:41:51 AM,,6/16/2026 2:41:51 AM,,,,,,,Pune,Ship to Cust,,,,,,,,,6/16/2026 2:41:48 AM,6/16/2026 12:26:42 PM,6/16/2026 2:41:50 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,,NXS1
6/16/2026 1:42:37 AM,,1342833704,881702460,,2026-06-16 1:42:49,2026-06-16 1:42:46,6/16/2026 1:42:46 AM,939252026,,Bausch & Lomb,736558424,,online,Revenue,Warehouse,India,,,90004395,,,,,,,,0,,,,1,110030,,,,,,,,284.76,,,6/16/2026 1:42:50 AM,,6/16/2026 1:42:50 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 1:42:47 AM,6/16/2026 3:24:13 PM,6/16/2026 1:42:49 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060228,BR01
6/16/2026 12:47:04 AM,,1342833251,881700420,,2026-06-16 0:48:00,2026-06-16 0:47:55,6/16/2026 12:47:55 AM,939249986,,Aqualens_24H 30LP,736557981-1,,online,Revenue,Warehouse,India,,,90025460,,,,,,,,0,,,,1,700129,,,,,,,,1370.57,,,6/16/2026 12:48:01 AM,,6/16/2026 12:48:01 AM,,,,,,,Kolkata,Ship to Cust,,,,,,,,,6/16/2026 12:47:58 AM,6/16/2026 12:26:24 PM,6/16/2026 12:48:00 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661012,NXS1
6/16/2026 12:29:43 AM,,1342833040,881699520,,2026-06-16 0:29:57,2026-06-16 0:29:54,6/16/2026 12:29:54 AM,939249086,,Aqualens_CandyPack 2LP,736557738-1,,online,Revenue,Warehouse,India,,,90213886,,,,,,,,0,,,,1,560029,,,,,,,,170.48,,,6/16/2026 12:29:58 AM,,6/16/2026 12:29:58 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 12:29:55 AM,6/16/2026 12:26:24 PM,6/16/2026 12:29:57 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003660924,NXS1
6/16/2026 12:33:16 AM,,1342833083,881699682,,2026-06-16 0:33:32,2026-06-16 0:33:28,6/16/2026 12:33:28 AM,939249248,,Bausch & Lomb,736557803,,online,Revenue,Warehouse,India,,,90015912,,,,,,,,0,,,,1,110015,,,,,,,,341.9,,,6/16/2026 12:33:33 AM,,6/16/2026 12:33:33 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 12:33:30 AM,6/16/2026 3:24:12 PM,6/16/2026 12:33:32 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060200,BR01
6/16/2026 12:45:30 AM,,1342833205,881700438,,2026-06-16 0:47:16,2026-06-16 0:45:47,6/16/2026 12:45:47 AM,939250004,,Aqualens,736557935-1,,online,Revenue,Warehouse,India,,,90043896,,,,,,,,0,,,,1,410206,,,,,,,,380,,,6/16/2026 12:47:17 AM,,6/16/2026 12:47:17 AM,,,,,,,Panvel,Ship to Cust,,,,,,,,,6/16/2026 12:47:14 AM,6/16/2026 12:26:24 PM,6/16/2026 12:47:16 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661009,NXS1
6/16/2026 1:42:59 AM,,1342833706,881702466,,2026-06-16 1:43:15,2026-06-16 1:43:11,6/16/2026 1:43:11 AM,939252032,,Aquacolor,736558426-1,,online,Revenue,Warehouse,India,,,90311444,,,,,,,,0,,,,1,342001,,,,,,,,360.95,,,6/16/2026 1:43:16 AM,,6/16/2026 1:43:16 AM,,,,,,,Jodhpur,Ship to Cust,,,,,,,,,6/16/2026 1:43:13 AM,6/16/2026 12:26:41 PM,6/16/2026 1:43:15 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661190,NXS1
6/16/2026 2:24:00 AM,,1342834071,881703726,,2026-06-16 2:25:02,2026-06-16 2:24:58,6/16/2026 2:24:58 AM,939253292,,Alcon,736558708,,online,Revenue,Warehouse,India,,,90313416,,,,,,,,0,,,,1,201310,,,,,,,,1328.57,,,6/16/2026 2:25:03 AM,,6/16/2026 2:25:03 AM,,,,,,,Noida,Ship to Cust,,,,,,,,,6/16/2026 2:25:00 AM,6/16/2026 3:24:13 PM,6/16/2026 2:25:02 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060235,BR01
6/16/2026 1:24:55 AM,,1342833632,881701956,,2026-06-16 1:26:04,2026-06-16 1:26:00,6/16/2026 1:26:00 AM,939251522,,Bausch & Lomb,736558352,,online,Revenue,Warehouse,India,,,90001389,,,,,,,,0,,,,1,411033,,,,,,,,284.76,,,6/16/2026 1:26:05 AM,,6/16/2026 1:26:05 AM,,,,,,,Pune,Ship to Cust,,,,,,,,,6/16/2026 1:26:02 AM,6/16/2026 3:24:12 PM,6/16/2026 1:26:04 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,,BR01
6/16/2026 2:18:49 AM,,1342834051,881703546,,2026-06-16 2:18:55,2026-06-16 2:18:49,,939253112,,Aqualens,736558745-1,,online,Revenue,Warehouse,India,,,90175742,,,,,,,,0,,,,1,560087,,,,,,,,291.9,,,6/16/2026 2:18:56 AM,,6/16/2026 2:18:56 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 2:18:53 AM,6/16/2026 12:26:42 PM,6/16/2026 2:18:55 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661303,NXS1
6/16/2026 12:19:25 AM,,1342832908,881698860,,2026-06-16 0:20:16,2026-06-16 0:20:13,6/16/2026 12:20:13 AM,939248426,,Bausch & Lomb,736557638,,online,Revenue,Warehouse,India,,,90015950,,,,,,,,0,,,,1,560037,,,,,,,,341.9,,,6/16/2026 12:20:17 AM,,6/16/2026 12:20:17 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 12:20:14 AM,6/16/2026 3:24:12 PM,6/16/2026 12:20:16 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060194,BR01
6/16/2026 1:07:42 AM,,1342833326,881701242,,2026-06-16 1:08:05,2026-06-16 1:08:00,6/16/2026 1:08:00 AM,939250808,,Aqualens_24H Nxt 3LP,736558046-1,,online,Revenue,Warehouse,India,,,90124966,,,,,,,,0,,,,1,400024,,,,,,,,770.57,,,6/16/2026 1:08:05 AM,,6/16/2026 1:08:05 AM,,,,,,,Mumbai,Ship to Cust,,,,,,,,,6/16/2026 1:08:03 AM,6/16/2026 12:26:24 PM,6/16/2026 1:08:05 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661089,NXS1
6/16/2026 12:27:11 AM,,1342833014,881699406,,2026-06-16 0:27:28,2026-06-16 0:27:25,6/16/2026 12:27:25 AM,939248972,,Johnson & Johnson,736557732,,online,Revenue,Warehouse,India,,,90178270,,,,,,,,0,,,,1,110029,,,,,,,,570.48,,,6/16/2026 12:27:29 AM,,6/16/2026 12:27:30 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 12:27:27 AM,6/16/2026 3:24:12 PM,6/16/2026 12:27:28 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060197,BR01
6/16/2026 1:44:48 AM,,1342833687,881702580,,2026-06-16 1:45:10,2026-06-16 1:45:06,6/16/2026 1:45:06 AM,939252146,,Aquacolor,736558407-1,,online,Revenue,Warehouse,India,,,90326558,,,,,,,,0,,,,1,410209,,,,,,,,324.86,,,6/16/2026 1:45:10 AM,,6/16/2026 1:45:10 AM,,,,,,,Taloja,Ship to Cust,,,,,,,,,6/16/2026 1:45:08 AM,6/16/2026 12:26:41 PM,6/16/2026 1:45:10 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,,NXS1
6/16/2026 12:51:17 AM,,1342833259,881700630,,2026-06-16 0:53:25,2026-06-16 0:53:21,6/16/2026 12:53:21 AM,939250196,,Bausch & Lomb,736557989,,online,Revenue,Warehouse,India,,,90310384,,,,,,,,0,,,,1,560092,,,,,,,,856.19,,,6/16/2026 12:53:25 AM,,6/16/2026 12:53:25 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 12:53:23 AM,6/16/2026 3:24:12 PM,6/16/2026 12:53:25 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060211,BR01
6/16/2026 12:50:52 AM,,1342833323,881700618,,2026-06-16 0:51:11,2026-06-16 0:51:07,6/16/2026 12:51:07 AM,939250184,,Aqualens_CandyPack 2LP,736558043-1,,online,Revenue,Warehouse,India,,,90213870,,,,,,,,0,,,,1,700006,,,,,,,,84,,,6/16/2026 12:51:12 AM,,6/16/2026 12:51:12 AM,,,,,,,Kolkata,Ship to Cust,,,,,,,,,6/16/2026 12:51:10 AM,6/16/2026 12:26:24 PM,6/16/2026 12:51:11 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661031,NXS1
6/16/2026 12:35:43 AM,,1342833113,881699754,,2026-06-16 0:36:09,2026-06-16 0:36:05,6/16/2026 12:36:05 AM,939249320,,Aquacolor Candypack,736557836-1,,online,Revenue,Warehouse,India,,,90325874,,,,,,,,0,,,,1,247667,,,,,,,,179.05,,,6/16/2026 12:36:10 AM,,6/16/2026 12:36:10 AM,,,,,,,Roorkee,Ship to Cust,,,,,,,,,6/16/2026 12:36:07 AM,6/16/2026 12:26:24 PM,6/16/2026 12:36:09 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003660945,NXS1
6/16/2026 1:24:37 AM,,1342833621,881701926,,2026-06-16 1:25:31,2026-06-16 1:25:27,6/16/2026 1:25:27 AM,939251492,,Aquacolor,736558341-1,,online,Revenue,Warehouse,India,,,90311384,,,,,,,,0,,,,1,110091,,,,,,,,260.1,,,6/16/2026 1:25:32 AM,,6/16/2026 1:25:32 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 1:25:29 AM,6/16/2026 12:26:41 PM,6/16/2026 1:25:31 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661147,NXS1
6/16/2026 12:45:26 AM,,1342833204,881700372,,2026-06-16 0:48:07,2026-06-16 0:47:59,6/16/2026 12:47:59 AM,939249938,,Aqualens_CandyPack 2LP,736557934-1,,online,Revenue,Warehouse,India,,,90213878,,,,,,,,0,,,,1,110032,,,,,,,,0,,,6/16/2026 12:48:08 AM,,6/16/2026 12:48:08 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 12:48:05 AM,6/16/2026 12:26:24 PM,6/16/2026 12:48:07 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661016,NXS1
6/16/2026 2:11:30 AM,,1342833978,881703354,,2026-06-16 2:11:48,2026-06-16 2:11:45,6/16/2026 2:11:45 AM,939252920,,Johnson & Johnson,736558689,,online,Revenue,Warehouse,India,,,90161342,,,,,,,,0,,,,1,110023,,,,,,,,2094.29,,,6/16/2026 2:11:49 AM,,6/16/2026 2:11:49 AM,,,,,,,New Delhi,Ship to Cust,,,,,,,,,6/16/2026 2:11:46 AM,6/16/2026 2:11:49 AM,6/16/2026 2:11:48 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060233,BR01
6/16/2026 12:02:18 AM,,1342831883,881688798,,2026-06-16 0:03:31,2026-06-16 0:02:37,6/16/2026 12:02:37 AM,939238364,,Johnson & Johnson,736556606,,online,Revenue,Warehouse,India,,,90160106,,,,,,,,0,,,,1,600106,,,,,,,,1999.05,,,6/16/2026 12:04:26 AM,,6/16/2026 12:04:26 AM,,,,,,,Chennai,Ship to Cust,,,,,,,,,6/16/2026 12:03:29 AM,6/16/2026 3:24:12 PM,6/16/2026 12:03:31 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060186,BR01
6/16/2026 1:05:50 AM,,1342833428,881701188,,2026-06-16 1:06:34,2026-06-16 1:06:30,6/16/2026 1:06:30 AM,939250754,,Aqualens_CandyPack 2LP,736558148-1,,online,Revenue,Warehouse,India,,,90213886,,,,,,,,0,,,,1,452018,,,,,,,,0,,,6/16/2026 1:06:35 AM,,6/16/2026 1:06:36 AM,,,,,,,Indore,Ship to Cust,,,,,,,,,6/16/2026 1:06:33 AM,6/16/2026 12:26:24 PM,6/16/2026 1:06:34 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,1,,,,SNXS1270000003661085,NXS1
6/16/2026 12:58:20 AM,,1342833377,881700882,,2026-06-16 1:00:56,2026-06-16 1:00:52,6/16/2026 1:00:52 AM,939250448,,Bausch & Lomb,736558097,,online,Revenue,Warehouse,India,,,90001611,,,,,,,,0,,,,1,560102,,,,,,,,2097.32,,,6/16/2026 1:00:57 AM,,6/16/2026 1:00:57 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 1:00:54 AM,6/16/2026 3:24:12 PM,6/16/2026 1:00:56 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060215,BR01
6/16/2026 1:30:22 AM,,1342833533,881702100,,2026-06-16 1:33:44,2026-06-16 1:33:41,6/16/2026 1:33:41 AM,939251666,,Bausch & Lomb,736558253,,online,Revenue,Warehouse,India,,,90007810,,,,,,,,0,,,,1,560103,,,,,,,,1427.62,,,6/16/2026 1:33:44 AM,,6/16/2026 1:33:45 AM,,,,,,,Bengaluru,Ship to Cust,,,,,,,,,6/16/2026 1:33:42 AM,6/16/2026 3:24:13 PM,6/16/2026 1:33:44 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,,BR01
6/16/2026 12:15:07 AM,,1342832851,881698662,,2026-06-16 0:15:34,2026-06-16 0:15:31,6/16/2026 12:15:31 AM,939248228,,Bausch & Lomb,736557559,,online,Revenue,Warehouse,India,,,90003937,,,,,,,,0,,,,1,600019,,,,,,,,284.76,,,6/16/2026 12:15:35 AM,,6/16/2026 12:15:35 AM,,,,,,,Chennai,Ship to Cust,,,,,,,,,6/16/2026 12:15:32 AM,6/16/2026 3:24:12 PM,6/16/2026 12:15:34 AM,,,,,,Picklist/ASRS Allocation Delay 10PM,,,6/17/2026 5:30:00 AM,,,,,,,,,,SBR01270000000060193,BR01
